index	name	volume-mm3
2	Left-Cerebral-White-Matter	298652.0
4	Left-Lateral-Ventricle	19110.0
5	Left-Inf-Lat-Vent	261.0
7	Left-Cerebellum-White-Matter	20080.0
8	Left-Cerebellum-Cortex	56670.0
10	Left-Thalamus	9437.0
11	Left-Caudate	4366.0
12	Left-Putamen	6529.0
13	Left-Pallidum	2944.0
14	3rd-Ventricle	1126.0
15	4th-Ventricle	1841.0
16	Brain-Stem	14881.0
17	Left-Hippocampus	5112.0
18	Left-Amygdala	2298.0
24	CSF	2496.0
26	Left-Accumbens-area	703.0
28	Left-VentralDC	5739.0
30	Left-vessel	7.0
31	Left-choroid-plexus	1096.0
41	Right-Cerebral-White-Matter	292613.2
43	Right-Lateral-Ventricle	13384.0
44	Right-Inf-Lat-Vent	431.0
46	Right-Cerebellum-White-Matter	16456.0
47	Right-Cerebellum-Cortex	58798.0
49	Right-Thalamus	8242.0
50	Right-Caudate	4556.0
51	Right-Putamen	6728.0
52	Right-Pallidum	2913.0
53	Right-Hippocampus	5260.0
54	Right-Amygdala	2470.0
58	Right-Accumbens-area	713.0
60	Right-VentralDC	5826.0
62	Right-vessel	11.0
63	Right-choroid-plexus	781.0
85	Optic-Chiasm	279.0
130	AirCavity	141301.0
165	Skull	1255668.0
172	Vermis	3587.0
174	Pons	13973.0
257	CSF-ExtraCerebral	271367.4
258	Head-ExtraCerebral	1670224.0
1001	ctx-lh-bankssts	2660.4
1002	ctx-lh-caudalanteriorcingulate	1438.0
1003	ctx-lh-caudalmiddlefrontal	5836.4
1005	ctx-lh-cuneus	3065.0
1006	ctx-lh-entorhinal	1699.2
1007	ctx-lh-fusiform	10479.0
1008	ctx-lh-inferiorparietal	12966.6
1009	ctx-lh-inferiortemporal	11864.5
1010	ctx-lh-isthmuscingulate	3079.6
1011	ctx-lh-lateraloccipital	13284.4
1012	ctx-lh-lateralorbitofrontal	8055.6
1013	ctx-lh-lingual	6409.0
1014	ctx-lh-medialorbitofrontal	5276.8
1015	ctx-lh-middletemporal	11256.5
1016	ctx-lh-parahippocampal	2523.8
1017	ctx-lh-paracentral	3542.4
1018	ctx-lh-parsopercularis	5532.1
1019	ctx-lh-parsorbitalis	2598.6
1020	ctx-lh-parstriangularis	4180.9
1021	ctx-lh-pericalcarine	1902.2
1022	ctx-lh-postcentral	9493.0
1023	ctx-lh-posteriorcingulate	2808.6
1024	ctx-lh-precentral	13597.0
1025	ctx-lh-precuneus	9456.9
1026	ctx-lh-rostralanteriorcingulate	2543.8
1027	ctx-lh-rostralmiddlefrontal	17719.2
1028	ctx-lh-superiorfrontal	22826.0
1029	ctx-lh-superiorparietal	13754.6
1030	ctx-lh-superiortemporal	13109.0
1031	ctx-lh-supramarginal	11173.0
1032	ctx-lh-frontalpole	859.2
1033	ctx-lh-temporalpole	2497.1
1034	ctx-lh-transversetemporal	1020.8
1035	ctx-lh-insula	7722.4
2001	ctx-rh-bankssts	2217.1
2002	ctx-rh-caudalanteriorcingulate	2121.4
2003	ctx-rh-caudalmiddlefrontal	4455.9
2005	ctx-rh-cuneus	3447.0
2006	ctx-rh-entorhinal	1615.2
2007	ctx-rh-fusiform	8567.0
2008	ctx-rh-inferiorparietal	12739.1
2009	ctx-rh-inferiortemporal	10863.6
2010	ctx-rh-isthmuscingulate	2472.2
2011	ctx-rh-lateraloccipital	11922.0
2012	ctx-rh-lateralorbitofrontal	8054.4
2013	ctx-rh-lingual	7653.4
2014	ctx-rh-medialorbitofrontal	6239.9
2015	ctx-rh-middletemporal	13360.8
2016	ctx-rh-parahippocampal	2123.2
2017	ctx-rh-paracentral	3585.5
2018	ctx-rh-parsopercularis	3497.5
2019	ctx-rh-parsorbitalis	2935.0
2020	ctx-rh-parstriangularis	5556.8
2021	ctx-rh-pericalcarine	2443.9
2022	ctx-rh-postcentral	9195.8
2023	ctx-rh-posteriorcingulate	2975.4
2024	ctx-rh-precentral	14259.9
2025	ctx-rh-precuneus	10537.9
2026	ctx-rh-rostralanteriorcingulate	1594.9
2027	ctx-rh-rostralmiddlefrontal	20067.9
2028	ctx-rh-superiorfrontal	22317.5
2029	ctx-rh-superiorparietal	12741.8
2030	ctx-rh-superiortemporal	12797.4
2031	ctx-rh-supramarginal	11153.4
2032	ctx-rh-frontalpole	1114.0
2033	ctx-rh-temporalpole	2548.8
2034	ctx-rh-transversetemporal	722.6
2035	ctx-rh-insula	8055.1
