index	name	volume-mm3
2	Left-Cerebral-White-Matter	252754.6
4	Left-Lateral-Ventricle	5885.0
5	Left-Inf-Lat-Vent	135.0
7	Left-Cerebellum-White-Matter	16129.0
8	Left-Cerebellum-Cortex	43265.0
10	Left-Thalamus	8584.0
11	Left-Caudate	3513.0
12	Left-Putamen	5309.0
13	Left-Pallidum	1916.0
14	3rd-Ventricle	385.0
15	4th-Ventricle	919.0
16	Brain-Stem	11702.0
17	Left-Hippocampus	4583.0
18	Left-Amygdala	1809.0
24	CSF	1202.0
26	Left-Accumbens-area	696.0
28	Left-VentralDC	4333.0
31	Left-choroid-plexus	486.0
41	Right-Cerebral-White-Matter	251434.0
43	Right-Lateral-Ventricle	3879.0
44	Right-Inf-Lat-Vent	180.0
46	Right-Cerebellum-White-Matter	15020.0
47	Right-Cerebellum-Cortex	44632.0
49	Right-Thalamus	8278.0
50	Right-Caudate	3585.0
51	Right-Putamen	5443.0
52	Right-Pallidum	1938.0
53	Right-Hippocampus	4681.0
54	Right-Amygdala	1855.0
58	Right-Accumbens-area	659.0
60	Right-VentralDC	4146.0
63	Right-choroid-plexus	496.0
85	Optic-Chiasm	157.0
130	AirCavity	157188.0
165	Skull	976946.0
172	Vermis	1985.0
174	Pons	8904.0
257	CSF-ExtraCerebral	162667.8
258	Head-ExtraCerebral	885075.0
1001	ctx-lh-bankssts	2896.5
1002	ctx-lh-caudalanteriorcingulate	1344.8
1003	ctx-lh-caudalmiddlefrontal	4738.4
1005	ctx-lh-cuneus	2572.6
1006	ctx-lh-entorhinal	1782.5
1007	ctx-lh-fusiform	8947.5
1008	ctx-lh-inferiorparietal	12134.9
1009	ctx-lh-inferiortemporal	10016.9
1010	ctx-lh-isthmuscingulate	2266.9
1011	ctx-lh-lateraloccipital	10878.6
1012	ctx-lh-lateralorbitofrontal	7811.1
1013	ctx-lh-lingual	5664.0
1014	ctx-lh-medialorbitofrontal	4425.5
1015	ctx-lh-middletemporal	10224.5
1016	ctx-lh-parahippocampal	2023.4
1017	ctx-lh-paracentral	3339.8
1018	ctx-lh-parsopercularis	4831.6
1019	ctx-lh-parsorbitalis	2303.5
1020	ctx-lh-parstriangularis	4056.8
1021	ctx-lh-pericalcarine	1672.2
1022	ctx-lh-postcentral	7996.1
1023	ctx-lh-posteriorcingulate	2160.5
1024	ctx-lh-precentral	12218.5
1025	ctx-lh-precuneus	9323.8
1026	ctx-lh-rostralanteriorcingulate	2643.2
1027	ctx-lh-rostralmiddlefrontal	12299.4
1028	ctx-lh-superiorfrontal	21707.9
1029	ctx-lh-superiorparietal	10268.8
1030	ctx-lh-superiortemporal	12197.8
1031	ctx-lh-supramarginal	9992.8
1032	ctx-lh-frontalpole	894.0
1033	ctx-lh-temporalpole	2601.4
1034	ctx-lh-transversetemporal	1267.9
1035	ctx-lh-insula	7490.2
2001	ctx-rh-bankssts	2314.8
2002	ctx-rh-caudalanteriorcingulate	2459.2
2003	ctx-rh-caudalmiddlefrontal	5212.8
2005	ctx-rh-cuneus	2918.8
2006	ctx-rh-entorhinal	1923.5
2007	ctx-rh-fusiform	7896.5
2008	ctx-rh-inferiorparietal	14075.2
2009	ctx-rh-inferiortemporal	10207.2
2010	ctx-rh-isthmuscingulate	2398.9
2011	ctx-rh-lateraloccipital	10377.0
2012	ctx-rh-lateralorbitofrontal	7689.9
2013	ctx-rh-lingual	6701.4
2014	ctx-rh-medialorbitofrontal	5320.5
2015	ctx-rh-middletemporal	11952.8
2016	ctx-rh-parahippocampal	1824.0
2017	ctx-rh-paracentral	3752.6
2018	ctx-rh-parsopercularis	4153.5
2019	ctx-rh-parsorbitalis	2739.1
2020	ctx-rh-parstriangularis	4659.2
2021	ctx-rh-pericalcarine	2385.1
2022	ctx-rh-postcentral	7660.0
2023	ctx-rh-posteriorcingulate	3731.4
2024	ctx-rh-precentral	12708.4
2025	ctx-rh-precuneus	8609.2
2026	ctx-rh-rostralanteriorcingulate	2535.0
2027	ctx-rh-rostralmiddlefrontal	13484.0
2028	ctx-rh-superiorfrontal	19075.8
2029	ctx-rh-superiorparietal	10730.8
2030	ctx-rh-superiortemporal	11380.8
2031	ctx-rh-supramarginal	8806.9
2032	ctx-rh-frontalpole	1000.6
2033	ctx-rh-temporalpole	2459.5
2034	ctx-rh-transversetemporal	1142.9
2035	ctx-rh-insula	6569.9
