index	name	volume-mm3
2	Left-Cerebral-White-Matter	234145.8
4	Left-Lateral-Ventricle	7471.0
5	Left-Inf-Lat-Vent	189.0
7	Left-Cerebellum-White-Matter	12662.0
8	Left-Cerebellum-Cortex	43647.0
10	Left-Thalamus	7649.0
11	Left-Caudate	3113.0
12	Left-Putamen	4983.0
13	Left-Pallidum	1978.0
14	3rd-Ventricle	658.0
15	4th-Ventricle	1428.0
16	Brain-Stem	11908.0
17	Left-Hippocampus	4305.0
18	Left-Amygdala	1895.0
24	CSF	1630.0
26	Left-Accumbens-area	404.0
28	Left-VentralDC	4351.0
30	Left-vessel	28.0
31	Left-choroid-plexus	634.0
41	Right-Cerebral-White-Matter	234206.4
43	Right-Lateral-Ventricle	6885.0
44	Right-Inf-Lat-Vent	127.0
46	Right-Cerebellum-White-Matter	12744.0
47	Right-Cerebellum-Cortex	43768.0
49	Right-Thalamus	7616.0
50	Right-Caudate	3155.0
51	Right-Putamen	5017.0
52	Right-Pallidum	1886.0
53	Right-Hippocampus	4268.0
54	Right-Amygdala	1834.0
58	Right-Accumbens-area	513.0
60	Right-VentralDC	4257.0
62	Right-vessel	6.0
63	Right-choroid-plexus	612.0
85	Optic-Chiasm	176.0
130	AirCavity	117621.0
165	Skull	963374.0
172	Vermis	2198.0
174	Pons	10267.0
257	CSF-ExtraCerebral	202418.5
258	Head-ExtraCerebral	1580622.0
1001	ctx-lh-bankssts	2085.0
1002	ctx-lh-caudalanteriorcingulate	1454.1
1003	ctx-lh-caudalmiddlefrontal	5101.4
1005	ctx-lh-cuneus	4238.0
1006	ctx-lh-entorhinal	1879.9
1007	ctx-lh-fusiform	10307.5
1008	ctx-lh-inferiorparietal	8803.4
1009	ctx-lh-inferiortemporal	9418.4
1010	ctx-lh-isthmuscingulate	2447.9
1011	ctx-lh-lateraloccipital	12334.6
1012	ctx-lh-lateralorbitofrontal	5910.1
1013	ctx-lh-lingual	6883.9
1014	ctx-lh-medialorbitofrontal	4530.1
1015	ctx-lh-middletemporal	9438.0
1016	ctx-lh-parahippocampal	2552.6
1017	ctx-lh-paracentral	2979.6
1018	ctx-lh-parsopercularis	4174.6
1019	ctx-lh-parsorbitalis	2347.5
1020	ctx-lh-parstriangularis	4363.2
1021	ctx-lh-pericalcarine	2934.6
1022	ctx-lh-postcentral	7903.6
1023	ctx-lh-posteriorcingulate	2850.8
1024	ctx-lh-precentral	11791.2
1025	ctx-lh-precuneus	8087.0
1026	ctx-lh-rostralanteriorcingulate	2100.9
1027	ctx-lh-rostralmiddlefrontal	15605.4
1028	ctx-lh-superiorfrontal	17233.9
1029	ctx-lh-superiorparietal	12594.0
1030	ctx-lh-superiortemporal	12795.5
1031	ctx-lh-supramarginal	10092.2
1032	ctx-lh-frontalpole	988.0
1033	ctx-lh-temporalpole	1839.5
1034	ctx-lh-transversetemporal	1096.0
1035	ctx-lh-insula	6029.2
2001	ctx-rh-bankssts	2236.8
2002	ctx-rh-caudalanteriorcingulate	1045.9
2003	ctx-rh-caudalmiddlefrontal	5362.5
2005	ctx-rh-cuneus	3896.5
2006	ctx-rh-entorhinal	1392.1
2007	ctx-rh-fusiform	8487.2
2008	ctx-rh-inferiorparietal	11354.2
2009	ctx-rh-inferiortemporal	8181.1
2010	ctx-rh-isthmuscingulate	2808.8
2011	ctx-rh-lateraloccipital	12536.8
2012	ctx-rh-lateralorbitofrontal	6388.6
2013	ctx-rh-lingual	7834.4
2014	ctx-rh-medialorbitofrontal	5115.6
2015	ctx-rh-middletemporal	9949.8
2016	ctx-rh-parahippocampal	2267.5
2017	ctx-rh-paracentral	3366.5
2018	ctx-rh-parsopercularis	3061.5
2019	ctx-rh-parsorbitalis	2908.4
2020	ctx-rh-parstriangularis	3520.0
2021	ctx-rh-pericalcarine	3351.0
2022	ctx-rh-postcentral	8244.0
2023	ctx-rh-posteriorcingulate	2486.1
2024	ctx-rh-precentral	11987.6
2025	ctx-rh-precuneus	8984.0
2026	ctx-rh-rostralanteriorcingulate	1010.5
2027	ctx-rh-rostralmiddlefrontal	15893.0
2028	ctx-rh-superiorfrontal	17565.0
2029	ctx-rh-superiorparietal	13126.8
2030	ctx-rh-superiortemporal	11352.5
2031	ctx-rh-supramarginal	8227.8
2032	ctx-rh-frontalpole	1055.5
2033	ctx-rh-temporalpole	2257.4
2034	ctx-rh-transversetemporal	1005.8
2035	ctx-rh-insula	5593.6
